Nb images:,5
Size:,640
posX,Image 1,,,,,,,,,,Image 2,,,,,,,,,,Image 3,,,,,,,,,,Image 4,,,,,,,,,,Image 5,,,,,,,,,,
,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,
505,27019,13,12,11,0.419355,0.190476,0.354839,0.880313,0.545788,0.419355,25069,12,15,13,0.387097,0.238095,0.419355,0.803672,0.432234,0.419355,25136,12,17,16,0.387097,0.269841,0.516129,0.746015,0.477183,0.516129,29163,14,15,11,0.451613,0.238095,0.354839,0.908873,0.472789,0.451613,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
506,27019,13,12,11,0.419355,0.190476,0.354839,0.880313,0.545788,0.419355,25069,12,15,13,0.387097,0.238095,0.419355,0.803672,0.432234,0.419355,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,27114,13,15,10,0.419355,0.238095,0.322581,0.922316,0.432234,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
507,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,25070,12,15,14,0.387097,0.238095,0.451613,0.782974,0.472789,0.451613,25104,12,16,16,0.387097,0.253968,0.516129,0.751302,0.507937,0.516129,27083,13,14,11,0.419355,0.222222,0.354839,0.887879,0.470085,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
508,27051,13,13,11,0.419355,0.206349,0.354839,0.883814,0.507937,0.419355,25037,12,14,13,0.387097,0.222222,0.419355,0.806061,0.470085,0.419355,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,27084,13,14,12,0.419355,0.222222,0.387097,0.860606,0.470085,0.419355,31381,15,20,21,0.483871,0.317460,0.677419,0.743717,0.531368,0.677419,
509,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25068,12,15,12,0.387097,0.238095,0.387097,0.833333,0.384921,0.387097,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,29132,14,14,12,0.451613,0.222222,0.387097,0.880208,0.507937,0.451613,29332,14,20,20,0.451613,0.317460,0.645161,0.734896,0.507937,0.645161,
510,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,27085,13,14,13,0.419355,0.222222,0.419355,0.833333,0.470085,0.419355,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,27084,13,14,12,0.419355,0.222222,0.387097,0.860606,0.470085,0.419355,31349,15,19,21,0.483871,0.301587,0.677419,0.747502,0.554800,0.677419,
511,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25036,12,14,12,0.387097,0.222222,0.387097,0.833333,0.425926,0.387097,25072,12,15,16,0.387097,0.238095,0.516129,0.755985,0.538690,0.516129,29100,14,13,12,0.451613,0.206349,0.387097,0.877175,0.543084,0.451613,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
512,25035,12,14,11,0.387097,0.222222,0.354839,0.865942,0.425926,0.387097,25037,12,14,13,0.387097,0.222222,0.419355,0.806061,0.470085,0.419355,25072,12,15,16,0.387097,0.238095,0.516129,0.755985,0.538690,0.516129,29132,14,14,12,0.451613,0.222222,0.387097,0.880208,0.507937,0.451613,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
513,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,25036,12,14,12,0.387097,0.222222,0.387097,0.833333,0.425926,0.387097,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,29100,14,13,12,0.451613,0.206349,0.387097,0.877175,0.543084,0.451613,31415,15,21,23,0.483871,0.333333,0.741935,0.728070,0.550725,0.741935,
514,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,31447,15,22,23,0.483871,0.349206,0.741935,0.723816,0.529331,0.741935,
515,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,25104,12,16,16,0.387097,0.253968,0.516129,0.751302,0.507937,0.516129,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
516,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,23056,11,16,16,0.354839,0.253968,0.516129,0.730794,0.507937,0.516129,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,33494,16,22,22,0.516129,0.349206,0.709677,0.743845,0.507937,0.709677,
517,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,25104,12,16,16,0.387097,0.253968,0.516129,0.751302,0.507937,0.516129,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
518,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,25104,12,16,16,0.387097,0.253968,0.516129,0.751302,0.507937,0.516129,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
519,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,27086,13,14,14,0.419355,0.222222,0.451613,0.809896,0.507937,0.451613,25104,12,16,16,0.387097,0.253968,0.516129,0.751302,0.507937,0.516129,27083,13,14,11,0.419355,0.222222,0.354839,0.887879,0.470085,0.419355,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
520,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,27086,13,14,14,0.419355,0.222222,0.451613,0.809896,0.507937,0.451613,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,27051,13,13,11,0.419355,0.206349,0.354839,0.883814,0.507937,0.419355,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
521,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,27053,13,13,13,0.419355,0.206349,0.419355,0.833333,0.507937,0.419355,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,27083,13,14,11,0.419355,0.222222,0.354839,0.887879,0.470085,0.419355,33462,16,21,22,0.516129,0.333333,0.709677,0.747619,0.530303,0.709677,
522,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,25072,12,15,16,0.387097,0.238095,0.516129,0.755985,0.538690,0.516129,27083,13,14,11,0.419355,0.222222,0.354839,0.887879,0.470085,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
523,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,25037,12,14,13,0.387097,0.222222,0.419355,0.806061,0.470085,0.419355,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,31381,15,20,21,0.483871,0.317460,0.677419,0.743717,0.531368,0.677419,
524,25035,12,14,11,0.387097,0.222222,0.354839,0.865942,0.425926,0.387097,25037,12,14,13,0.387097,0.222222,0.419355,0.806061,0.470085,0.419355,27120,13,15,16,0.419355,0.238095,0.516129,0.775322,0.538690,0.516129,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
525,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,27151,13,16,15,0.419355,0.253968,0.483871,0.786563,0.475132,0.483871,27052,13,13,12,0.419355,0.206349,0.387097,0.858574,0.507937,0.419355,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
526,25035,12,14,11,0.387097,0.222222,0.354839,0.865942,0.425926,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,29100,14,13,12,0.451613,0.206349,0.387097,0.877175,0.543084,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
527,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,27020,13,12,12,0.419355,0.190476,0.387097,0.856823,0.545788,0.419355,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
528,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,29068,14,12,12,0.451613,0.190476,0.387097,0.874510,0.578231,0.451613,33462,16,21,22,0.516129,0.333333,0.709677,0.747619,0.530303,0.709677,
529,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,27084,13,14,12,0.419355,0.222222,0.387097,0.860606,0.470085,0.419355,33462,16,21,22,0.516129,0.333333,0.709677,0.747619,0.530303,0.709677,
530,25034,12,14,10,0.387097,0.222222,0.322581,0.898551,0.425926,0.387097,27053,13,13,13,0.419355,0.206349,0.419355,0.833333,0.507937,0.419355,27151,13,16,15,0.419355,0.253968,0.483871,0.786563,0.475132,0.483871,25036,12,14,12,0.387097,0.222222,0.387097,0.833333,0.425926,0.387097,33430,16,20,22,0.516129,0.317460,0.709677,0.751088,0.552670,0.709677,
531,22954,11,13,10,0.354839,0.206349,0.322581,0.869540,0.418470,0.354839,25037,12,14,13,0.387097,0.222222,0.419355,0.806061,0.470085,0.419355,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,25036,12,14,12,0.387097,0.222222,0.387097,0.833333,0.425926,0.387097,31446,15,22,22,0.483871,0.349206,0.709677,0.728930,0.507937,0.709677,
532,22954,11,13,10,0.354839,0.206349,0.322581,0.869540,0.418470,0.354839,22989,11,14,13,0.354839,0.222222,0.419355,0.778788,0.470085,0.419355,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,25068,12,15,12,0.387097,0.238095,0.387097,0.833333,0.384921,0.387097,29397,14,22,21,0.451613,0.349206,0.677419,0.718669,0.484505,0.677419,
533,20906,10,13,10,0.322581,0.206349,0.322581,0.833333,0.360317,0.322581,22957,11,13,13,0.354839,0.206349,0.419355,0.782853,0.507937,0.419355,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,25004,12,13,12,0.387097,0.206349,0.387097,0.833333,0.466931,0.387097,29300,14,19,20,0.451613,0.301587,0.645161,0.739444,0.532540,0.645161,
534,22954,11,13,10,0.354839,0.206349,0.322581,0.869540,0.418470,0.354839,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,25004,12,13,12,0.387097,0.206349,0.387097,0.833333,0.466931,0.387097,31381,15,20,21,0.483871,0.317460,0.677419,0.743717,0.531368,0.677419,
535,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,29100,14,13,12,0.451613,0.206349,0.387097,0.877175,0.543084,0.451613,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
536,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,25103,12,16,15,0.387097,0.253968,0.483871,0.763177,0.475132,0.483871,31116,15,12,12,0.483871,0.190476,0.387097,0.888307,0.606349,0.483871,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
537,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,25005,12,13,13,0.387097,0.206349,0.419355,0.808093,0.507937,0.419355,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,29100,14,13,12,0.451613,0.206349,0.387097,0.877175,0.543084,0.451613,31381,15,20,21,0.483871,0.317460,0.677419,0.743717,0.531368,0.677419,
538,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,22989,11,14,13,0.354839,0.222222,0.419355,0.778788,0.470085,0.419355,23055,11,16,15,0.354839,0.253968,0.483871,0.739792,0.475132,0.483871,27084,13,14,12,0.419355,0.222222,0.387097,0.860606,0.470085,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
539,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,23055,11,16,15,0.354839,0.253968,0.483871,0.739792,0.475132,0.483871,27052,13,13,12,0.419355,0.206349,0.387097,0.858574,0.507937,0.419355,31381,15,20,21,0.483871,0.317460,0.677419,0.743717,0.531368,0.677419,
540,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,23054,11,16,14,0.354839,0.253968,0.451613,0.751727,0.437642,0.451613,27052,13,13,12,0.419355,0.206349,0.387097,0.858574,0.507937,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
541,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,20974,10,15,14,0.322581,0.238095,0.451613,0.732614,0.472789,0.451613,27052,13,13,12,0.419355,0.206349,0.387097,0.858574,0.507937,0.419355,29364,14,21,20,0.451613,0.333333,0.645161,0.729885,0.483333,0.645161,
542,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25003,12,13,11,0.387097,0.206349,0.354839,0.863078,0.466931,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,27084,13,14,12,0.419355,0.222222,0.387097,0.860606,0.470085,0.419355,31413,15,21,21,0.483871,0.333333,0.677419,0.739583,0.507937,0.677419,
543,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,25004,12,13,12,0.387097,0.206349,0.387097,0.833333,0.466931,0.387097,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,27052,13,13,12,0.419355,0.206349,0.387097,0.858574,0.507937,0.419355,29301,14,19,21,0.451613,0.301587,0.677419,0.733197,0.554800,0.677419,
544,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,24972,12,12,12,0.387097,0.190476,0.387097,0.833333,0.507937,0.387097,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,27019,13,12,11,0.419355,0.190476,0.354839,0.880313,0.545788,0.419355,31349,15,19,21,0.483871,0.301587,0.677419,0.747502,0.554800,0.677419,
545,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,25004,12,13,12,0.387097,0.206349,0.387097,0.833333,0.466931,0.387097,29269,14,18,21,0.451613,0.285714,0.677419,0.737255,0.578231,0.677419,
546,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,23057,11,16,17,0.354839,0.253968,0.548387,0.723768,0.536881,0.548387,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,27251,13,19,19,0.419355,0.301587,0.612903,0.729715,0.507937,0.612903,
547,24972,12,12,12,0.387097,0.190476,0.387097,0.833333,0.507937,0.387097,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,23120,11,18,16,0.354839,0.285714,0.516129,0.716667,0.446429,0.516129,
548,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,22988,11,14,12,0.354839,0.222222,0.387097,0.800725,0.425926,0.387097,29202,14,16,18,0.451613,0.253968,0.580645,0.767503,0.562610,0.580645,
549,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25072,12,15,16,0.387097,0.238095,0.516129,0.755985,0.538690,0.516129,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,27185,13,17,17,0.419355,0.269841,0.548387,0.756127,0.507937,0.548387,
550,20874,10,12,10,0.322581,0.190476,0.322581,0.833333,0.409524,0.322581,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25137,12,17,17,0.387097,0.269841,0.548387,0.736826,0.507937,0.548387,
551,22954,11,13,10,0.354839,0.206349,0.322581,0.869540,0.418470,0.354839,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25137,12,17,17,0.387097,0.269841,0.548387,0.736826,0.507937,0.548387,
552,22890,11,11,10,0.354839,0.174603,0.322581,0.863163,0.507937,0.354839,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,22986,11,14,10,0.354839,0.222222,0.322581,0.873874,0.373737,0.354839,25105,12,16,17,0.387097,0.253968,0.548387,0.742029,0.536881,0.548387,
553,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,20875,10,12,11,0.322581,0.190476,0.354839,0.800623,0.463203,0.354839,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22986,11,14,10,0.354839,0.222222,0.322581,0.873874,0.373737,0.354839,25106,12,16,18,0.387097,0.253968,0.580645,0.734587,0.562610,0.580645,
554,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,23022,11,15,14,0.354839,0.238095,0.451613,0.757794,0.472789,0.451613,22986,11,14,10,0.354839,0.222222,0.322581,0.873874,0.373737,0.354839,27186,13,17,18,0.419355,0.269841,0.580645,0.746842,0.535273,0.580645,
555,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25106,12,16,18,0.387097,0.253968,0.580645,0.734587,0.562610,0.580645,
556,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,25039,12,14,15,0.387097,0.222222,0.483871,0.771689,0.540741,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,27121,13,15,17,0.419355,0.238095,0.548387,0.764026,0.565826,0.548387,
557,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,24972,12,12,12,0.387097,0.190476,0.387097,0.833333,0.507937,0.387097,25041,12,14,17,0.387097,0.222222,0.548387,0.750916,0.594771,0.548387,
558,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,20908,10,13,12,0.322581,0.206349,0.387097,0.773843,0.466931,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,
559,24970,12,12,10,0.387097,0.190476,0.322581,0.888021,0.507937,0.387097,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,25073,12,15,17,0.387097,0.238095,0.548387,0.746700,0.565826,0.548387,
560,24971,12,12,11,0.387097,0.190476,0.354839,0.860677,0.507937,0.387097,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,25071,12,15,15,0.387097,0.238095,0.483871,0.767708,0.507937,0.483871,22955,11,13,11,0.354839,0.206349,0.354839,0.833333,0.418470,0.354839,25072,12,15,16,0.387097,0.238095,0.516129,0.755985,0.538690,0.516129,
561,22891,11,11,11,0.354839,0.174603,0.354839,0.833333,0.507937,0.354839,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,23024,11,15,16,0.354839,0.238095,0.516129,0.736648,0.538690,0.516129,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,
562,20875,10,12,11,0.322581,0.190476,0.354839,0.800623,0.463203,0.354839,22987,11,14,11,0.354839,0.222222,0.354839,0.833333,0.373737,0.354839,22991,11,14,15,0.354839,0.222222,0.483871,0.751142,0.540741,0.483871,24905,12,10,9,0.387097,0.158730,0.290323,0.903961,0.589947,0.387097,25040,12,14,16,0.387097,0.222222,0.516129,0.760163,0.569444,0.516129,
563,20875,10,12,11,0.322581,0.190476,0.354839,0.800623,0.463203,0.354839,22987,11,14,11,0.354839,0.222222,0.354839,0.833333,0.373737,0.354839,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,24970,12,12,10,0.387097,0.190476,0.322581,0.888021,0.507937,0.387097,22991,11,14,15,0.354839,0.222222,0.483871,0.751142,0.540741,0.483871,
564,20875,10,12,11,0.322581,0.190476,0.354839,0.800623,0.463203,0.354839,20907,10,13,11,0.322581,0.206349,0.354839,0.797126,0.418470,0.354839,25039,12,14,15,0.387097,0.222222,0.483871,0.771689,0.540741,0.483871,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,23024,11,15,16,0.354839,0.238095,0.516129,0.736648,0.538690,0.516129,
565,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,20908,10,13,12,0.322581,0.206349,0.387097,0.773843,0.466931,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22921,11,12,9,0.354839,0.190476,0.290323,0.898754,0.463203,0.354839,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
566,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,22956,11,13,12,0.354839,0.206349,0.387097,0.803588,0.466931,0.387097,23055,11,16,15,0.354839,0.253968,0.483871,0.739792,0.475132,0.483871,25002,12,13,10,0.387097,0.206349,0.322581,0.892823,0.466931,0.387097,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
567,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22889,11,11,9,0.354839,0.174603,0.290323,0.892992,0.507937,0.354839,23024,11,15,16,0.354839,0.238095,0.516129,0.736648,0.538690,0.516129,
568,22922,11,12,10,0.354839,0.190476,0.322581,0.866044,0.463203,0.354839,24973,12,12,13,0.387097,0.190476,0.419355,0.809843,0.545788,0.419355,20975,10,15,15,0.322581,0.238095,0.483871,0.723958,0.507937,0.483871,24938,12,11,10,0.387097,0.174603,0.322581,0.883936,0.548942,0.387097,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
569,22890,11,11,10,0.354839,0.174603,0.322581,0.863163,0.507937,0.354839,22892,11,11,12,0.354839,0.174603,0.387097,0.808032,0.548942,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,24938,12,11,10,0.387097,0.174603,0.322581,0.883936,0.548942,0.387097,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
570,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,25039,12,14,15,0.387097,0.222222,0.483871,0.771689,0.540741,0.483871,22889,11,11,9,0.354839,0.174603,0.290323,0.892992,0.507937,0.354839,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
571,20843,10,11,11,0.322581,0.174603,0.354839,0.803504,0.507937,0.354839,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,24938,12,11,10,0.387097,0.174603,0.322581,0.883936,0.548942,0.387097,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
572,22923,11,12,11,0.354839,0.190476,0.354839,0.833333,0.463203,0.354839,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22890,11,11,10,0.354839,0.174603,0.322581,0.863163,0.507937,0.354839,22960,11,13,16,0.354839,0.206349,0.516129,0.746556,0.600198,0.516129,
573,20843,10,11,11,0.322581,0.174603,0.354839,0.803504,0.507937,0.354839,22924,11,12,12,0.354839,0.190476,0.387097,0.805990,0.507937,0.387097,23023,11,15,15,0.354839,0.238095,0.483871,0.745833,0.507937,0.483871,22889,11,11,9,0.354839,0.174603,0.290323,0.892992,0.507937,0.354839,22992,11,14,16,0.354839,0.222222,0.516129,0.741870,0.569444,0.516129,
